entity_id,slug,name,type,status,priority,ticker,exchange,currency,geography,sector,industry,business_lines,description,search_keywords,connected_entities,last_retrieval_at,last_report_date,last_source_count,confidence,owner_notes
entity_sqm,sqm,SQM,company,active,2,SQM,Public market,USD,Global,Company,Lithium producer and supply-side signal,Business lines | Key KPIs,SQM is tracked because Lithium producer and supply-side signal. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,SQM|lithium|Chile|lithium carbonate|SQM investor relations|SQM annual report,lithium|battery_storage|ev_market,2026-06-20T21:36:24Z,2026-06-20,4,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_starlink,starlink,Starlink,private_company,active,2,,Private / thematic,USD,Global,Private Company,SpaceX revenue engine and global communications infrastructure,Business lines | Key KPIs,Starlink is tracked because SpaceX revenue engine and global communications infrastructure. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Starlink|satellite broadband|LEO internet|direct to cell|Starlink official site|Starlink product update,spacex|satellite_internet|amazon_kuiper|telecom_market,2026-06-20T21:36:24Z,2026-06-20,2,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_sundar_pichai,sundar_pichai,Sundar Pichai,person,active,2,,Private / thematic,USD,Global,Person,Key person for Google AI strategy,"Google platform and AI execution leader; monitor Gemini integration, cloud AI, and capex priorities. | Bootstrap focus",Sundar Pichai is tracked as a key-person and strategy connector because Key person for Google AI strategy.,Sundar Pichai|Google|Gemini|cloud AI|Sundar Pichai interview|Sundar Pichai strategy,google|openai|datacenters,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_transformers,transformers,Power transformers,infrastructure,active,2,,Private / thematic,USD,Global,Infrastructure,Grid expansion bottleneck,"Power transformers should be tracked through demand drivers, supply constraints, pricing, and leading indicators.","Power transformers is tracked as a system-level node because Grid expansion bottleneck. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",power transformers|grid transformers|electrical steel|transformer shortage|Power transformers|Power transformers report,electricity_grid|datacenters|copper|steel|energy,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_unitree_robotics,unitree_robotics,Unitree Robotics,private_company,active,2,,Private / thematic,USD,Global,Private Company,Low-cost Chinese robotics signal,"Unitree Robotics should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Unitree Robotics is tracked because Low-cost Chinese robotics signal. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Unitree|G1|H1|humanoid robot|quadruped robot|Unitree Robotics official site|Unitree Robotics product update,humanoid_robots|robot_actuators,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_uranium,uranium,Uranium,commodity,active,2,,Private / thematic,USD,Global,Commodity,Fuel input for nuclear power thesis,"Pricing reflects reactor restart/build demand, enrichment constraints, contracting cycles, and producer discipline. | Bootstrap focus","Uranium is tracked as a key input and pricing signal because Fuel input for nuclear power thesis. The bootstrap emphasizes supply-demand, price transmission, and downstream exposure.",uranium|U3O8|nuclear fuel|enrichment|Uranium|Uranium report,nuclear_power|energy|datacenters,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_us_china_chip_controls,us_china_chip_controls,US-China chip controls,regulation,active,2,,Private / thematic,USD,Global,Regulation,Regulatory constraint on AI hardware supply and demand,"US-China chip controls should be tracked through policy text, enforcement, exemptions, and supply-chain spillovers.","US-China chip controls is tracked because policy constraints can change supply, demand, valuation, and strategic behavior across the stack.",chip export controls|China AI chips|Huawei|sanctions|HBM restrictions|US-China chip controls|US-China chip controls report,nvidia|asml|tsmc|china_taiwan_risk,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_waymo,waymo,Waymo,company,active,2,GOOGL,Public market,USD,Global,Company,Leading robotaxi benchmark for Tesla autonomy,Business lines | Key KPIs,Waymo is tracked because Leading robotaxi benchmark for Tesla autonomy. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Waymo|robotaxi|autonomous driving|self-driving cars|Waymo investor relations|Waymo annual report,google|robotaxi_autonomy|tesla|automotive_market,2026-06-20T21:36:24Z,2026-06-20,3,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_abb_robotics,abb_robotics,ABB Robotics,company,paused,3,ABBN.SW,Public market,USD,Global,Company,Industrial automation and electrification exposure,"ABB Robotics should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",ABB Robotics is tracked because Industrial automation and electrification exposure. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,ABB Robotics|industrial automation|robots|ABB Robotics investor relations|ABB Robotics annual report,industrial_automation|energy|automotive_market,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_ai_consumer_devices,ai_consumer_devices,AI consumer devices,market,paused,3,,Private / thematic,USD,Global,Market,Consumer distribution layer for AI,Demand drivers | Constraints,"AI consumer devices is tracked as a system-level node because Consumer distribution layer for AI. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",AI devices|edge AI|AI smartphone|wearables|AI consumer devices|AI consumer devices report,apple|google|meta|arm|tsmc,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_aluminum,aluminum,Aluminum,commodity,paused,3,,Private / thematic,USD,Global,Commodity,"EV, grid, and solar input","Pricing reflects power costs, lightweighting demand, and supply discipline in smelting. | Bootstrap focus","Aluminum is tracked as a key input and pricing signal because EV, grid, and solar input. The bootstrap emphasizes supply-demand, price transmission, and downstream exposure.",aluminum|lightweighting|power cables|auto aluminum|Aluminum|Aluminum report,ev_market|solar|electricity_grid,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_boston_dynamics,boston_dynamics,Boston Dynamics,private_company,paused,3,,Private / thematic,USD,Global,Private Company,Robotics benchmark and commercial automation signal,"Boston Dynamics should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Boston Dynamics is tracked because Robotics benchmark and commercial automation signal. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Boston Dynamics|Atlas|Stretch|Spot|Boston Dynamics official site|Boston Dynamics product update,humanoid_robots|logistics_automation,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_cadence,cadence,Cadence,company,paused,3,CDNS,Public market,USD,Global,Company,EDA picks-and-shovels for chip design,Business lines | Key KPIs,Cadence is tracked because EDA picks-and-shovels for chip design. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Cadence|EDA|chip design software|Cadence investor relations|Cadence annual report,synopsys|nvidia|broadcom|tsmc,2026-06-20T21:36:24Z,2026-06-20,4,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_cobalt,cobalt,Cobalt,commodity,paused,3,,Private / thematic,USD,Global,Commodity,Battery commodity with ethical/supply risk,"Pricing is driven by battery cathode demand, DRC supply risk, and chemistry shifts away from cobalt intensity. | Bootstrap focus","Cobalt is tracked as a key input and pricing signal because Battery commodity with ethical/supply risk. The bootstrap emphasizes supply-demand, price transmission, and downstream exposure.",cobalt|DRC cobalt|battery cathode|NMC|Cobalt|Cobalt report,battery_storage|ev_market|nickel,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_defense_space,defense_space,Defense space market,market,paused,3,,Private / thematic,USD,Global,Market,Space demand and geopolitical tailwind,Demand drivers | Constraints,"Defense space market is tracked as a system-level node because Space demand and geopolitical tailwind. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",defense space|military satellites|national security launch|Defense space market|Defense space market report,spacex|rocket_lab|satellite_internet,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_ecommerce,ecommerce,E-commerce market,market,paused,3,,Private / thematic,USD,Global,Market,Amazon commerce and logistics baseline,Demand drivers | Constraints,"E-commerce market is tracked as a system-level node because Amazon commerce and logistics baseline. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",ecommerce|online retail|marketplace|logistics|E-commerce market|E-commerce market report,amazon|logistics_automation|digital_ads,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_fanuc,fanuc,FANUC,company,paused,3,6954.T,Public market,USD,Global,Company,Incumbent robotics automation exposure,"FANUC should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",FANUC is tracked because Incumbent robotics automation exposure. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,FANUC|industrial robots|factory automation|FANUC investor relations|FANUC annual report,industrial_automation|humanoid_robots|automotive_market,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_intel,intel,Intel,company,paused,3,INTC,Public market,USD,Global,Company,Turnaround/strategic foundry optionality,Reporting lens | Key KPIs,Intel is tracked because Turnaround/strategic foundry optionality. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Intel|foundry|Gaudi|x86|advanced packaging|Intel investor relations|Intel annual report,tsmc|asml|amd|nvidia,2026-06-20T21:36:24Z,2026-06-20,4,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_jeff_bezos,jeff_bezos,Jeff Bezos,person,paused,3,,Private / thematic,USD,Global,Person,Amazon/space strategic influence,Amazon/Kuiper strategic influence and long-horizon space optionality monitor. | Bootstrap focus,Jeff Bezos is tracked as a key-person and strategy connector because Amazon/space strategic influence.,Jeff Bezos|Amazon|Blue Origin|Kuiper|Jeff Bezos interview|Jeff Bezos strategy,amazon|amazon_kuiper|space_launch_market,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_lisa_su,lisa_su,Lisa Su,person,paused,3,,Private / thematic,USD,Global,Person,Key person for AMD execution,"AMD execution leader; monitor MI-series ramp, EPYC competitiveness, and foundry coordination. | Bootstrap focus",Lisa Su is tracked as a key-person and strategy connector because Key person for AMD execution.,Lisa Su|AMD|AI chips|EPYC|Lisa Su interview|Lisa Su strategy,amd|nvidia,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_neuralink,neuralink,Neuralink,private_company,paused,3,,Private / thematic,USD,Global,Private Company,Long-duration optionality; less direct to Tesla but part of Elon ecosystem,"Neuralink should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Neuralink is tracked because Long-duration optionality; less direct to Tesla but part of Elon ecosystem. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Neuralink|BCI|brain computer interface|implants|Neuralink official site|Neuralink product update,elon_musk,2026-06-20T21:36:24Z,2026-06-20,2,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_robot_sensors,robot_sensors,Robot sensors,technology,paused,3,,Private / thematic,USD,Global,Technology,Robot perception and manipulation bottleneck,"Robot sensors should be tracked through demand drivers, supply constraints, pricing, and leading indicators.","Robot sensors is tracked as a system-level node because Robot perception and manipulation bottleneck. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",robot sensors|tactile sensors|lidar|vision sensors|force torque sensors|Robot sensors|Robot sensors report,humanoid_robots|robotaxi_autonomy|nvidia,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_rockwell_automation,rockwell_automation,Rockwell Automation,company,paused,3,ROK,Public market,USD,Global,Company,Industrial automation software/hardware incumbent,"Rockwell Automation should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Rockwell Automation is tracked because Industrial automation software/hardware incumbent. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Rockwell Automation|factory automation|industrial software|Rockwell Automation investor relations|Rockwell Automation annual report,industrial_automation|humanoid_robots|automotive_market,2026-06-20T21:36:24Z,2026-06-20,4,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_samsung_sdi,samsung_sdi,Samsung SDI,company,paused,3,006400.KS,Public market,USD,Global,Company,Battery supplier benchmark,Business lines | Key KPIs,Samsung SDI is tracked because Battery supplier benchmark. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Samsung SDI|EV batteries|battery cells|Samsung SDI investor relations|Samsung SDI annual report,battery_storage|lithium|ev_market,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_siemens,siemens,Siemens,company,paused,3,SIEGY,Public market,USD,Global,Company,Industrial automation and grid infrastructure,"Siemens should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Siemens is tracked because Industrial automation and grid infrastructure. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Siemens|industrial automation|grid|digital industries|Siemens investor relations|Siemens annual report,industrial_automation|electricity_grid|energy,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_silver,silver,Silver,commodity,paused,3,,Private / thematic,USD,Global,Commodity,Solar input and monetary/industrial crossover,Pricing reflects PV and electronics industrial demand plus monetary/investment flows. | Bootstrap focus,"Silver is tracked as a key input and pricing signal because Solar input and monetary/industrial crossover. The bootstrap emphasizes supply-demand, price transmission, and downstream exposure.",silver|solar silver|PV paste|industrial silver|Silver|Silver report,solar|energy,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_steel,steel,Steel,commodity,paused,3,,Private / thematic,USD,Global,Commodity,Infrastructure and transformer input,"Pricing reflects construction/manufacturing cycles, raw material costs, and infrastructure demand. | Bootstrap focus","Steel is tracked as a key input and pricing signal because Infrastructure and transformer input. The bootstrap emphasizes supply-demand, price transmission, and downstream exposure.",steel|automotive steel|electrical steel|transformers|Steel|Steel report,automotive_market|wind_power|transformers|electricity_grid,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_synopsys,synopsys,Synopsys,company,paused,3,SNPS,Public market,USD,Global,Company,EDA picks-and-shovels for chip design,Business lines | Key KPIs,Synopsys is tracked because EDA picks-and-shovels for chip design. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Synopsys|EDA|chip design|IP|Synopsys investor relations|Synopsys annual report,cadence|nvidia|broadcom|tsmc,2026-06-20T21:36:24Z,2026-06-20,4,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_telecom_market,telecom_market,Telecom market,market,paused,3,,Private / thematic,USD,Global,Market,Connectivity TAM and substitution risk,Demand drivers | Constraints,"Telecom market is tracked as a system-level node because Connectivity TAM and substitution risk. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",telecom|wireless|broadband|satellite direct to cell|Telecom market|Telecom market report,starlink|amazon_kuiper|satellite_internet,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_toyota,toyota,Toyota,company,paused,3,7203.T,Public market,USD,Global,Company,Legacy auto benchmark and hybrid counter-thesis,"Toyota should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Toyota is tracked because Legacy auto benchmark and hybrid counter-thesis. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Toyota|hybrid vehicles|solid state batteries|auto market|Toyota investor relations|Toyota annual report,automotive_market|ev_market|battery_storage,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_volkswagen,volkswagen,Volkswagen,company,paused,3,VOW3.DE,Public market,USD,Global,Company,Legacy auto transition benchmark,"Volkswagen should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Volkswagen is tracked because Legacy auto transition benchmark. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Volkswagen|VW|EV transition|auto market|Volkswagen investor relations|Volkswagen annual report,automotive_market|ev_market|battery_storage,2026-06-20T21:36:24Z,2026-06-20,2,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_vr_ar_market,vr_ar_market,VR/AR market,market,paused,3,,Private / thematic,USD,Global,Market,Meta optionality and Apple comparison,Demand drivers | Constraints,"VR/AR market is tracked as a system-level node because Meta optionality and Apple comparison. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",VR|AR|mixed reality|headsets|spatial computing|VR/AR market|VR/AR market report,meta|apple|ai_consumer_devices,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_wind_power,wind_power,Wind power,sector,paused,3,,Private / thematic,USD,Global,Sector,Renewable generation comparison to solar,Demand drivers | Constraints,"Wind power is tracked as a system-level node because Renewable generation comparison to solar. The bootstrap focuses on demand drivers, bottlenecks, pricing, and linked entities.",wind power|offshore wind|onshore wind|turbines|Wind power|Wind power report,energy|electricity_grid|rare_earths|copper,2026-06-20T21:36:24Z,2026-06-20,1,0.60,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
entity_zoox,zoox,Zoox,private_company,paused,3,,Private / thematic,USD,Global,Private Company,Amazon-linked autonomous mobility entity,"Zoox should be tracked by its core products/services, strategic growth vectors, and capital intensity. | Bootstrap focus",Zoox is tracked because Amazon-linked autonomous mobility entity. Bootstrap content stays concise and source-backed so daily runs can replace placeholders with dated evidence.,Zoox|autonomous vehicles|robotaxi|Zoox official site|Zoox product update,amazon|robotaxi_autonomy|waymo|tesla,2026-06-20T21:36:24Z,2026-06-20,1,0.55,Bootstrap batch from seed CSV; depth 1; unresolved data should be tightened in daily runs.
