entity_slug,entity_name,type,business_line,metric,unit,currency,actual_or_estimate,year,base_value,bearish_forecast,normal_forecast,bullish_forecast,bearish_thesis,normal_thesis,bullish_thesis,source_url,source_date,updated_at,confidence,notes
lithium,Lithium,commodity,Lithium,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.iea.org/reports/global-critical-minerals-outlook-2025,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
logistics_automation,Logistics automation,market,Logistics automation,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.mhi.org/fundamentals/automation,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
mark_zuckerberg,Mark Zuckerberg,person,Linked ecosystem influence,market size,proxy index,USD,estimate,2026,,TBD,TBD,TBD,"Governance, execution, or attention bandwidth degrades linked-entity performance.",Leadership remains strategically important but effects stay mediated through linked companies and markets.,"Strategy, capital allocation, and product decisions create disproportionate upside across linked entities.",https://about.meta.com/media-gallery/executives/mark-zuckerberg/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
meta,Meta,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Meta's favor and operating leverage becomes visible.,https://about.meta.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
micron,Micron,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Micron's favor and operating leverage becomes visible.,https://www.micron.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
microsoft,Microsoft,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Microsoft's favor and operating leverage becomes visible.,https://www.microsoft.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
natural_gas,Natural gas,commodity,Natural gas,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.eia.gov/naturalgas/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
neuralink,Neuralink,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Neuralink's favor and operating leverage becomes visible.,https://neuralink.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nickel,Nickel,commodity,Nickel,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.iea.org/reports/global-critical-minerals-outlook-2025,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nuclear_power,Nuclear power,sector,Nuclear power,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.world-nuclear.org/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nvidia,Nvidia,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Nvidia's favor and operating leverage becomes visible.,https://www.nvidia.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
oil,Oil,commodity,Oil,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.eia.gov/petroleum/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
openai,OpenAI,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in OpenAI's favor and operating leverage becomes visible.,https://openai.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
oracle,Oracle,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Oracle's favor and operating leverage becomes visible.,https://www.oracle.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
panasonic_energy,Panasonic Energy,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Panasonic Energy's favor and operating leverage becomes visible.,https://www.panasonic.com/global/energy/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
rare_earths,Rare earths,commodity,Rare earths,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.iea.org/reports/global-critical-minerals-outlook-2025,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robot_actuators,Robot actuators,technology,Robot actuators,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.harmonicdrive.net/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robot_sensors,Robot sensors,technology,Robot sensors,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.onsemi.com/applications/industrial/robotics,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robotaxi_autonomy,Robotaxi and autonomy,technology,Robotaxi and autonomy,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://waymo.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
rocket_lab,Rocket Lab,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Rocket Lab's favor and operating leverage becomes visible.,https://www.rocketlabusa.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
rockwell_automation,Rockwell Automation,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Rockwell Automation's favor and operating leverage becomes visible.,https://www.rockwellautomation.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
sam_altman,Sam Altman,person,Linked ecosystem influence,market size,proxy index,USD,estimate,2026,,TBD,TBD,TBD,"Governance, execution, or attention bandwidth degrades linked-entity performance.",Leadership remains strategically important but effects stay mediated through linked companies and markets.,"Strategy, capital allocation, and product decisions create disproportionate upside across linked entities.",https://openai.com/about/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
samsung_electronics,Samsung Electronics,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Samsung Electronics's favor and operating leverage becomes visible.,https://www.samsung.com/global/ir/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
samsung_sdi,Samsung SDI,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Samsung SDI's favor and operating leverage becomes visible.,https://www.samsungsdi.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
satellite_internet,Satellite internet,market,Satellite internet,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.fcc.gov/space/satellite,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
siemens,Siemens,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Siemens's favor and operating leverage becomes visible.,https://www.siemens.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
silver,Silver,commodity,Silver,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.silverinstitute.org/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
sk_hynix,SK hynix,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in SK hynix's favor and operating leverage becomes visible.,https://www.skhynix.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
solar,Solar energy,sector,Solar energy,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.iea.org/energy-system/renewables/solar-pv,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
space_launch_market,Space launch market,market,Space launch market,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.faa.gov/space,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
spacex,SpaceX,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in SpaceX's favor and operating leverage becomes visible.,https://www.spacex.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
sqm,SQM,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in SQM's favor and operating leverage becomes visible.,https://www.sqm.com/en/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
starlink,Starlink,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Starlink's favor and operating leverage becomes visible.,https://www.starlink.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
steel,Steel,commodity,Steel,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://worldsteel.org/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
sundar_pichai,Sundar Pichai,person,Linked ecosystem influence,market size,proxy index,USD,estimate,2026,,TBD,TBD,TBD,"Governance, execution, or attention bandwidth degrades linked-entity performance.",Leadership remains strategically important but effects stay mediated through linked companies and markets.,"Strategy, capital allocation, and product decisions create disproportionate upside across linked entities.",https://abc.xyz/investor/other/google-management-team/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
synopsys,Synopsys,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Synopsys's favor and operating leverage becomes visible.,https://www.synopsys.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
telecom_market,Telecom market,market,Telecom market,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.itu.int/en/ITU-D/Statistics/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
tesla,Tesla,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Tesla's favor and operating leverage becomes visible.,https://www.tesla.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
toyota,Toyota,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Toyota's favor and operating leverage becomes visible.,https://global.toyota/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
transformers,Power transformers,infrastructure,Power transformers,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.energy.gov/gdo/articles/building-resilient-grid-transformers-and-transmission,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
tsmc,TSMC,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in TSMC's favor and operating leverage becomes visible.,https://www.tsmc.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
unitree_robotics,Unitree Robotics,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Unitree Robotics's favor and operating leverage becomes visible.,https://www.unitree.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
uranium,Uranium,commodity,Uranium,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://world-nuclear.org/information-library/nuclear-fuel-cycle/uranium-resources/uranium-and-depleted-uranium,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
us_china_chip_controls,US-China chip controls,regulation,US-China chip controls,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Adverse scenario pending source-backed refinement.,Base scenario pending source-backed refinement.,Bull scenario pending source-backed refinement.,https://www.bis.gov/press-release/commerce-strengthens-export-controls-advanced-computing-semiconductors-manufacturing-equipment,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
volkswagen,Volkswagen,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Volkswagen's favor and operating leverage becomes visible.,https://www.volkswagen-group.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
vr_ar_market,VR/AR market,market,VR/AR market,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.idc.com/promo/arvr,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
waymo,Waymo,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Waymo's favor and operating leverage becomes visible.,https://waymo.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
wind_power,Wind power,sector,Wind power,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.iea.org/energy-system/renewables/wind,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
xai,xAI,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in xAI's favor and operating leverage becomes visible.,https://x.ai/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
zoox,Zoox,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Zoox's favor and operating leverage becomes visible.,https://zoox.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
